BNK|1079.5,230.5|2015-02-28 17:07:33|Sunny|12.3|718.1|70
HOB|1079.5,231.5|2012-09-23 13:41:56|Rain|21.7|947.6|63
CAN|1079.5,232.5|2010-11-18 18:00:37|Snow|-2.3|1082.3|70
DAR|1079.5,233.5|2008-12-30 08:19:04|Snow|-5.7|831.8|62
SYD|1079.5,234.5|2011-10-10 04:24:46|Rain|15.1|1119.1|69
ABX|1079.5,235.5|2009-08-30 18:15:17|Sunny|30.4|1055.0|61
MEL|1079.5,236.5|2012-08-08 05:06:00|Rain|19.2|1098.4|70
ADL|1079.5,237.5|2014-09-21 18:39:09|Snow|-5.4|951.6|66
BRB|1079.5,238.5|2008-01-12 07:41:37|Sunny|27.0|809.0|61
PER|1079.5,239.5|2014-10-13 18:04:57|Sunny|39.0|793.6|64
BNK|1079.5,240.5|2009-08-10 21:04:02|Rain|21.5|1153.9|62
HOB|1079.5,241.5|2010-04-11 23:11:13|Sunny|17.6|796.9|58
CAN|1079.5,242.5|2012-05-15 16:35:06|Snow|-7.0|803.8|59
DAR|1079.5,243.5|2012-08-11 02:33:25|Rain|18.6|1120.8|60
SYD|1079.5,244.5|2011-03-31 04:57:30|Sunny|22.8|1174.9|59
ABX|1079.5,245.5|2014-05-07 19:46:56|Rain|22.0|915.0|59
MEL|1079.5,246.5|2010-02-06 02:50:59|Rain|17.7|1042.1|59
ADL|1079.5,247.5|2013-06-20 05:14:00|Sunny|25.5|1110.4|58
BRB|1079.5,248.5|2010-10-24 11:42:32|Rain|15.7|1033.0|56
PER|1079.5,249.5|2010-09-27 12:03:37|Sunny|24.4|738.4|69
BNK|1079.5,250.5|2013-11-21 03:24:35|Rain|19.1|779.9|57
HOB|1079.5,251.5|2009-10-10 11:16:32|Rain|23.6|808.6|56
CAN|1079.5,252.5|2016-07-22 14:41:55|Sunny|39.2|883.3|67
DAR|1079.5,253.5|2011-10-24 20:13:04|Sunny|34.6|717.7|56
SYD|1079.5,254.5|2015-04-14 20:01:01|Sunny|37.8|1164.2|64
ABX|1079.5,255.5|2011-01-30 20:33:57|Sunny|21.4|900.3|64
MEL|1079.5,256.5|2016-09-18 01:12:52|Rain|17.9|1057.0|70
ADL|1079.5,257.5|2008-01-16 11:34:43|Snow|-4.1|805.0|62
BRB|1079.5,258.5|2011-01-19 04:57:24|Snow|-3.9|712.6|68
PER|1079.5,259.5|2010-03-18 08:14:32|Rain|16.9|1010.6|57
BNK|1079.5,260.5|2013-10-24 06:09:26|Sunny|17.1|743.3|70
HOB|1079.5,261.5|2015-08-17 13:11:04|Rain|15.4|864.7|70
CAN|1079.5,262.5|2014-07-09 12:53:06|Snow|-5.0|1141.5|66
DAR|1079.5,263.5|2016-01-19 01:02:47|Rain|15.6|893.8|56
SYD|1079.5,264.5|2015-03-15 04:46:17|Sunny|37.1|986.6|57
ABX|1079.5,265.5|2015-05-28 11:58:21|Rain|15.1|1138.4|65
MEL|1079.5,266.5|2014-11-28 06:01:30|Snow|-3.5|922.3|64
ADL|1079.5,267.5|2015-02-11 14:07:40|Snow|-1.9|719.9|66
BRB|1079.5,268.5|2013-10-18 03:47:42|Sunny|25.7|1125.4|57
PER|1079.5,269.5|2016-10-07 19:23:06|Sunny|36.3|823.9|61
BNK|1079.5,270.5|2015-01-24 10:21:11|Snow|-6.7|908.6|57
HOB|1079.5,271.5|2012-03-22 09:50:21|Rain|18.9|1090.0|57
CAN|1079.5,272.5|2012-08-29 23:15:19|Rain|17.0|988.4|65
DAR|1079.5,273.5|2011-05-16 07:20:15|Snow|-6.5|795.9|57
SYD|1079.5,274.5|2017-02-06 05:38:17|Snow|-6.8|715.9|62
ABX|1079.5,275.5|2012-09-13 00:28:19|Snow|-2.9|760.4|69
MEL|1079.5,276.5|2016-11-28 12:11:52|Rain|18.2|1065.6|66
ADL|1079.5,277.5|2013-05-19 05:45:45|Snow|-3.5|934.5|57
BRB|1079.5,278.5|2009-06-19 12:51:45|Sunny|30.5|741.7|65
PER|1079.5,279.5|2013-08-21 21:12:19|Snow|-5.5|909.2|64
BNK|1079.5,280.5|2007-11-28 20:01:32|Snow|-1.4|947.0|59
HOB|1079.5,281.5|2010-10-19 06:01:09|Rain|21.0|809.1|62
CAN|1079.5,282.5|2016-05-04 17:38:47|Sunny|24.8|769.4|63
DAR|1079.5,283.5|2011-04-04 20:04:29|Sunny|31.0|732.1|68
SYD|1079.5,284.5|2011-08-22 00:52:51|Sunny|17.3|860.5|59
ABX|1079.5,285.5|2009-10-09 21:18:43|Snow|-2.8|772.0|69
MEL|1079.5,286.5|2010-10-02 16:35:47|Sunny|25.9|1174.9|70
ADL|1079.5,287.5|2015-06-16 21:57:02|Rain|15.0|998.6|65
BRB|1079.5,288.5|2014-12-24 17:50:03|Rain|22.1|889.3|68
PER|1079.5,289.5|2008-03-18 02:12:46|Sunny|11.0|1022.2|68
BNK|1079.5,290.5|2008-02-14 21:56:11|Snow|-6.4|882.1|69
HOB|1079.5,291.5|2013-02-03 12:39:51|Rain|23.6|1037.1|62
CAN|1079.5,292.5|2015-03-26 04:13:31|Snow|-3.2|1073.8|68
DAR|1079.5,293.5|2017-06-29 03:15:17|Sunny|18.7|1134.9|62
SYD|1079.5,294.5|2016-05-23 12:10:19|Snow|-4.1|1054.3|58
ABX|1079.5,295.5|2012-10-21 19:43:20|Rain|15.2|1117.9|56
MEL|1079.5,296.5|2016-07-24 07:19:06|Rain|24.5|1091.8|62
ADL|1079.5,297.5|2017-10-14 06:48:43|Sunny|37.7|1046.3|56
BRB|1079.5,298.5|2017-11-05 06:54:52|Snow|-6.2|788.8|63
PER|1079.5,299.5|2009-03-23 04:59:23|Rain|24.2|1082.0|70
BNK|1079.5,300.5|2014-01-16 21:33:25|Sunny|34.4|740.6|56
HOB|1079.5,301.5|2010-02-08 02:33:35|Rain|19.1|1057.7|60
CAN|1079.5,302.5|2011-05-09 16:41:09|Snow|-5.5|1045.3|63
DAR|1079.5,303.5|2017-10-01 09:39:37|Sunny|38.1|1053.7|67
SYD|1079.5,304.5|2017-03-20 09:04:37|Sunny|15.6|1015.1|63
ABX|1079.5,305.5|2015-06-29 05:32:37|Sunny|13.0|908.7|62
MEL|1079.5,306.5|2008-02-12 03:47:40|Sunny|30.4|1139.4|69
ADL|1079.5,307.5|2014-02-27 01:42:59|Snow|-3.0|1152.3|57
BRB|1079.5,308.5|2014-12-19 08:07:06|Rain|17.3|795.9|69
PER|1079.5,309.5|2013-05-10 16:32:59|Sunny|36.7|1122.5|59
BNK|1079.5,310.5|2011-07-15 14:58:12|Rain|19.5|1055.5|69
HOB|1079.5,311.5|2008-04-10 05:44:16|Sunny|26.4|1138.3|63
CAN|1079.5,312.5|2013-09-30 08:17:10|Sunny|20.2|960.7|62
DAR|1079.5,313.5|2014-03-08 22:33:43|Rain|20.1|844.3|70
SYD|1079.5,314.5|2016-01-14 13:21:43|Rain|24.9|703.1|69
ABX|1079.5,315.5|2013-12-16 01:35:49|Snow|-2.2|1038.6|63
MEL|1079.5,316.5|2012-09-02 14:45:09|Rain|15.8|1099.6|64
ADL|1079.5,317.5|2009-02-06 15:31:31|Rain|24.7|936.9|56
BRB|1079.5,318.5|2009-11-13 23:35:25|Rain|21.8|750.7|70
PER|1079.5,319.5|2014-03-05 15:00:48|Snow|-6.0|1108.2|68
BNK|1079.5,320.5|2014-07-09 21:01:40|Sunny|29.8|1025.8|60
HOB|1079.5,321.5|2013-03-07 23:30:58|Sunny|20.3|928.2|64
CAN|1079.5,322.5|2016-06-24 13:17:26|Rain|15.7|991.3|57
DAR|1079.5,323.5|2016-12-12 02:31:44|Sunny|26.7|784.4|65
SYD|1079.5,324.5|2014-11-26 13:19:46|Rain|21.8|827.3|60
ABX|1079.5,325.5|2015-10-27 18:10:58|Sunny|17.2|1064.8|63
MEL|1079.5,326.5|2013-04-08 14:26:04|Snow|-6.1|1022.2|58
ADL|1079.5,327.5|2015-07-19 14:39:04|Snow|-3.9|972.2|65
BRB|1079.5,328.5|2011-03-16 11:07:12|Snow|-6.7|1045.7|56
PER|1079.5,329.5|2008-06-27 12:22:13|Sunny|18.0|706.0|57
BNK|1079.5,330.5|2011-11-10 01:36:42|Rain|18.2|878.4|69
HOB|1079.5,331.5|2015-01-13 03:08:56|Snow|-5.9|963.1|70
CAN|1079.5,332.5|2012-01-05 21:47:16|Rain|17.2|1128.0|65
DAR|1079.5,333.5|2013-12-22 10:24:27|Rain|20.3|831.0|58
SYD|1079.5,334.5|2011-08-21 17:29:57|Snow|-3.5|907.5|61
ABX|1079.5,335.5|2016-09-04 10:03:54|Snow|-2.4|848.4|56
MEL|1079.5,336.5|2011-11-05 15:37:16|Sunny|29.0|958.1|57
ADL|1079.5,337.5|2011-12-19 03:23:11|Sunny|19.9|1089.6|63
BRB|1079.5,338.5|2016-05-02 11:48:03|Sunny|13.2|993.9|56
PER|1079.5,339.5|2010-05-29 12:48:48|Rain|24.4|1055.3|57
BNK|1079.5,340.5|2017-09-06 10:53:04|Rain|20.9|804.2|68
HOB|1079.5,341.5|2017-02-21 14:00:22|Sunny|23.8|919.8|66
